0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7625	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.7875	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8125	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
0	7.8375	99260.3	10	10	hline
